permeability_mD
619.5819682640
618.3936147056
619.0096555810
617.8326226945
618.4568026726
617.2904536385
617.9221525592
616.7658431116
617.4044342996
616.2575151141
616.9023677423
615.7641867823
616.4146682259
615.2845731067
615.9400513374
614.8173917461
615.4772377901
614.3613679714
615.0249584274
613.9152397171
614.5819593049
613.4777626720
614.1470067633
613.0477153042
613.7188923727
612.6239036937
613.2964376220
612.2051660453
612.8784982255
611.7903767633
612.4639679404
611.3784499911
612.0517818134
610.9683425519
611.6409188063
610.5590562564
611.2304037861
610.1496395788
610.8193088946
609.7391887307
610.4067543403
609.3268481890
609.9919086808
608.9118107520
609.5739886766
608.4933172162
609.1522588138
608.0706557710
608.7260305986
607.6431612188
608.2946617292
607.2102141258
607.8575552507
606.7712400060
607.4141587924
606.3257086336
606.9639639759
605.8731335654
606.5065060669
605.4130719359
606.0413639247
604.9451245678
605.5681602773
604.4689364129
605.0865623249
603.9841973113
604.5962826445
603.4906430281
604.0970803428
602.9880565027
603.5887623787
602.4762692213
603.0711849609
601.9551626113
602.5442549098
601.4246693426
602.0079308713
600.8847744271
601.4622242735
600.3355160067
600.9071999248
599.7769857414
600.3429761729
599.2093287227
599.7697245597
598.6327428623
599.1876689371
598.0474777289
598.5970840241
597.4538328298
597.9982934172
596.8521553552
597.3916670783
596.2428374216
596.7776183453
595.6263128646
596.1566005227
595.0030536426
595.5291031167
594.3735659210
594.8956477846
593.7383859060
594.2567840725
593.0980755030
593.6130850111
592.4532178679
592.9651426392
591.8044129183
592.3135635187
591.1522728671
591.6589643001
590.4974178333
591.0019673913
589.8404715804
590.3431967747
589.1820574219
589.6832740123
588.5227943327
589.0228144676
587.8632932889
588.3624237702
587.2041538610
587.7026945396
586.5459610701
587.0442033770
585.8892825177
586.3875081325
585.2346657905
585.7331454481
584.5826361398
585.0816285728
583.9336944330
584.4334454480
583.2883153708
583.7890570570
582.6469459675
583.1488960336
582.0100042875
582.5133655261
581.3778784355
581.8828383126
580.7509257963
581.2576561644
580.1294725210
580.6381294541
579.5138132556
580.0245370035
578.9042111070
579.4171261656
578.3008978391
578.8161131322
577.7040742877
578.2216834532
577.1139109814
577.6339927533
576.5305489485
577.0531676245
575.9541006895
576.4793066717
575.3846512885
575.9124816831
574.8222596358
575.3527388975
574.2669597320
574.8001003371
573.7187620422
574.2545651765
573.1776548724
573.7161111186
572.6436057389
573.1846957524
572.1165627085
572.6602578703
571.5964556888
572.1427187275
571.0831976538
571.6319832318
570.5766857962
571.1279410572
570.0768026020
570.6304676800
569.5834168494
570.1394253418
569.0963845377
569.6546639474
568.6155497571
569.1760219092
568.1407455121
568.7033269545
567.6717945157
568.2363969092
567.2085099682
567.7750404777
566.7506963406
567.3190580320
566.2981501750
566.8682424278
565.8506609177
566.4223798573
565.4080117953
565.9812507498
564.9699807405
565.5446307246
564.5363413735
565.1122916005
564.1068640388
564.6840024592
563.6813168940
564.2595307582
563.2594670450
563.8386434861
562.8410817192
563.4211083501
562.4259294636
563.0066949825
562.0137813572
562.5951761544
561.6044122216
562.1863289805
561.1976018165
561.7799361017
560.7931360063
561.3757868309
560.3908078812
560.9736782481
559.9904188239
560.5734162337
559.5917795061
560.1748164270
559.1947108065
559.7777051013
558.7990446413
559.3819199469
558.4046246976
558.9873107542
558.0113070652
558.5937399924
557.6189607607
558.2010832781
557.2274681395
557.8092297307
556.8367251951
557.4180822140
556.4466417417
557.0275574608
556.0571414816
556.6375860825
555.6681619571
556.2481124649
555.2796543910
555.8590945530
554.8915834166
555.4705035285
554.5039267045
555.0823233867
554.1166744911
554.6945504192
553.7298290173
554.3071926101
553.3434038855
553.9202689568
552.9574233459
553.5338087248
552.5719215232
553.1478506489
552.1869415955
552.7624420932
551.8025349386
552.3776381828
551.4187602481
551.9935009200
551.0356826534
551.6100982985
550.6533728350
551.2275034276
550.2719061582
550.8457936778
549.8913618342
550.4650498596
549.5118221174
550.0853554425
549.1333715494
549.7067958239
548.7560962537
549.3294576527
548.3800832891
548.9534282117
548.0054200619
548.5787948612
547.6321938010
548.2056445443
547.2604910928
547.8340633522
546.8903974763
547.4641361470
546.5219970928
547.0959462376
546.1553723865
546.7295751037
545.7906038503
546.3651021611
545.4277698093
546.0026045626
545.0669462364
545.6421570259
544.7082065918
545.2838316834
544.3516216808
544.9276979453
543.9972595208
544.5738223707
543.6451852150
544.2222685406
543.2954608236
543.8730969280
542.9481452314
543.5263647608
542.6032940059
543.1821258750
542.2609592446
542.8404305556
541.9211894099
542.5013253657
541.5840291515
542.1648529623
541.2495191165
541.8310519009
540.9176957495
541.4999564320
540.5885910853
541.1715962905
540.2622325366
540.8459964835
539.9386426830
540.5231770802
539.6178390627
540.2031530085
539.2998339752
539.8859338635
538.9846342974
539.5715237334
538.6722413201
539.2599210475
538.3626506091
538.9511184517
538.0558518959
538.6451027157
537.7518290029
538.3418546768
537.4505598064
538.0413492229
537.1520162406
537.7435553187
536.8561643462
537.4484360769
536.5629643644
537.1559488747
536.2723708769
536.8660455182
535.9843329938
536.5786724525
535.6987945857
536.2937710166
535.4156945613
536.0112777420
535.1349671858
535.7311246908
534.8565424378
535.4532398300
534.5803464006
535.1775474390
534.3063016835
534.9039685433
534.0343278679
534.6324213710
533.7643419724
534.3628218261
533.4962589322
534.0950839723
533.2299920865
533.8291205220
532.9654536676
533.5648433249
532.7025552872
533.3021638499
532.4412084134
533.0409936559
532.1813248334
532.7812448458
531.9228170973
532.5228304991
531.6655989398
532.2656650804
531.4095856732
532.0096648180
531.1546945521
531.7547480528
530.9008451049
531.5008355524
530.6479594312
531.2478507911
530.3959624634
530.9957201940
530.1447821933
530.7443733449
529.8943498620
530.4937431591
529.6446001151
530.2437660209
529.3954711237
529.9943818889
529.1469046734
529.7455343691
528.8988462230
529.4971707594
528.6512449353
529.2492420677
528.4040536823
529.0017030057
528.1572290293
528.7545119619
527.9107311976
528.5076309568
527.6645240118
528.2610255822
527.4185748330
528.0146649286
527.1728544803
527.7685215020
526.9273371441
527.5225711340
526.6820002926
527.2767928856
526.4368245745
527.0311689484
526.1917937183
526.7856845429
525.9468944303
526.5403278170
525.7021162936
526.2950897441
525.4574516656
526.0499640225
525.2128955791
525.8049469754
524.9684456423
525.5600374534
524.7241019418
525.3152367368
524.4798669460
525.0705484395
524.2357454088
524.8259784137
523.9917442742
524.5815346530
523.7478725793
524.3372271957
523.5041413569
524.0930680265
523.2605635353
523.8490709746
523.0171538363
523.6052516102
522.7739286689
523.3616271367
522.5309060198
523.1182162786
522.2881053396
522.8750391655
522.0455474236
522.6321172113
521.8032542892
522.3894729881
521.5612490475
522.1471300965
521.3195557712
521.9051130305
521.0781993579
521.6634470399
520.8372053898
521.4221579879
520.5965999912
521.1812722071
520.3564096828
520.9408163540
520.1166612357
520.7008172617
519.8773815245
520.4613017943
519.6385973816
520.2222967013
519.4003354537
519.9838284754
519.1626220603
519.7459232136
518.9254830573
519.5086064829
518.6889437055
519.2719031914
518.4530285453
519.0358374668
518.2177612778
518.8004325418
517.9831646553
518.5657106477
517.7492603788
518.3316929175
517.5160690057
518.0983992980
517.2836098671
517.8658484719
517.0519009947
517.6340577900
516.8209590582
517.4030432137
516.5907993130
517.1728192676
516.3614355578
516.9433990026
516.1328801028
516.7147939687
515.9051437470
516.4870141972
515.6782357658
516.2600681927
515.4521639066
516.0339629332
515.2269343937
515.8087038790
515.0025519409
515.5842949890
514.7790197714
515.3607387440
514.5563396443
515.1380361768
514.3345118880
514.9161869078
514.1135354386
514.6951891868
513.8934078835
514.4750399380
513.6741255094
514.2557348109
513.4556833547
514.0372682338
513.2380752646
513.8196334711
513.0212939500
513.6028226828
512.8053310484
513.3868269873
512.5901771872
513.1716365253
512.3758220492
512.9572405257
512.1622544386
512.7436273732
511.9494623497
512.5307846765
511.7374330350
512.3186993375
511.5261530749
512.1073576209
511.3156084480
511.8967452244
511.1057846004
511.6868473487
510.8966665164
511.4776487674
510.6882387879
511.2691338963
510.4804856836
511.0612868629
510.2733912179
510.8540915737
510.0669392179
510.6475317818
509.8611133900
510.4415911522
509.6558973851
510.2362533260
509.4512748616
510.0315019830
509.2472295467
509.8273209021
509.0437452962
509.6236940192
508.8408061513
509.4206054834
508.6383963932
509.2180397104
508.4365005951
509.0159814325
508.2351036714
508.8144157468
508.0341909233
508.6133281590
507.8337480821
508.4127046253
507.6337613488
508.2125315902
507.4342174303
508.0127960209
507.2351035723
507.8134854386
507.0364075887
507.6145879460
506.8381178870
507.4160922512
506.6402234913
507.2179876886
506.4427140605
507.0202642355
506.2455799038
506.8229125260
506.0488119924
506.6259238606
505.8524019681
506.4292902138
505.6563421481
506.2330042366
505.4606255276
506.0370592579
505.2652457780
505.8414492813
505.0701972431
505.6461689797
504.8754749324
505.4512136871
504.6810745115
505.2565793880
504.4869922896
505.0622627036
504.2932252054
504.8682608767
504.0997708105
504.6745717536
503.9066272503
504.4811937645
503.7137932436
504.2881259020
503.5212680601
504.0953676978
503.3290514963
503.9029191980
503.1371438502
503.7107809368
502.9455458944
503.5189539095
502.7542588485
503.3274395435
502.5632843497
503.1362396698
502.3726244234
502.9453564920
502.1822814527
502.7547925561
501.9922581472
502.5645507189
501.8025575116
502.3746341165
501.6131828139
502.1850461322
501.4241375531
501.9957903645
501.2354254277
501.8068705951
501.0470503030
501.6182907569
